op_name,category,has_xpu_impl,triton_coverage_status,dispatch_keys,tags,notes
gelu,pointwise,False,likely_yes,"[""MkldnnCPU"", ""QuantizedCPU"", ""QuantizedCUDA"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
gelu_backward,pointwise,False,likely_yes,"[""MkldnnCPU"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
hardshrink,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
rsqrt,pointwise,False,likely_yes,[],"[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
rsqrt_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
rsqrt.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
selu,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
celu,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
silu,pointwise,False,likely_yes,"[""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
silu_,pointwise,False,likely_yes,"[""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
silu.out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
silu_backward.grad_input,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
silu_backward,pointwise,False,likely_yes,"[""CompositeImplicitAutograd"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
mish,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sigmoid,pointwise,False,likely_yes,"[""QuantizedCPU"", ""MkldnnCPU""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sigmoid_,pointwise,False,likely_yes,"[""MkldnnCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sigmoid.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logit,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logit_,pointwise,False,likely_yes,"[""CPU, CUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
logit.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sin,pointwise,False,likely_yes,"[""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""SparseCPU, SparseCUDA, SparseMPS"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sin_,pointwise,False,likely_yes,"[""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""SparseCPU, SparseCUDA, SparseMPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sin.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""SparseCPU, SparseCUDA, SparseMPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sinc,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sinc_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sinc.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sinh,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sinh_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sinh.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sum,reduction,False,likely_yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS, SparseMeta"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
sum.dim_IntList,reduction,False,likely_yes,"[""NestedTensorCPU"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
sum.dim_DimnameList,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
sum.IntList_out,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
sum.DimnameList_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
nansum,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
nansum.out,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
sqrt,pointwise,False,likely_yes,"[""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sqrt_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sqrt.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
square,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
square_,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
square.out,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
std,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.dim,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.correction,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS"", ""QuantizedCPU""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std_mean,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std_mean.dim,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std_mean.correction,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std_mean.names_dim,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std_mean.correction_names,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.correction_out,reduction,False,likely_yes,"[""CPU, CUDA"", ""QuantizedCPU""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.names_dim,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.names_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.correction_names,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
std.correction_names_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
prod,reduction,False,yes,"[""CPU, CUDA"", ""MPS""]","[""core"", ""reduction""]",Op prod has explicit lowering in Inductor's lowering table.
prod.dim_int,reduction,False,yes,[],"[""core"", ""reduction""]",Op prod.dim_int has explicit lowering in Inductor's lowering table.
prod.int_out,reduction,False,yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Op prod.int_out has explicit lowering in Inductor's lowering table.
prod.dim_Dimname,reduction,False,yes,[],"[""reduction""]",Op prod.dim_Dimname has explicit lowering in Inductor's lowering table.
prod.Dimname_out,reduction,False,yes,[],"[""reduction""]",Op prod.Dimname_out has explicit lowering in Inductor's lowering table.
tan,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
tan_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
tan.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
tanh,pointwise,False,likely_yes,"[""QuantizedCPU"", ""MkldnnCPU"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
tanh_,pointwise,False,likely_yes,"[""MkldnnCPU"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
tanh.out,pointwise,False,likely_yes,"[""CPU, CUDA, MPS, MTIA"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
threshold,pointwise,False,likely_yes,"[""QuantizedCPU""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
threshold_backward,pointwise,False,likely_yes,"[""MkldnnCPU"", ""SparseCPU, SparseCUDA"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
trunc,pointwise,False,yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMPS, SparseCsrMeta""]","[""core"", ""pointwise""]",Op trunc has explicit lowering in Inductor's lowering table.
trunc_,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMPS, SparseCsrMeta""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
trunc.out,pointwise,False,yes,"[""CPU, CUDA, MPS"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMPS, SparseCsrMeta""]","[""pointwise""]",Op trunc.out has explicit lowering in Inductor's lowering table.
var,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.dim,reduction,False,likely_yes,[],"[""core"", ""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.correction,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS"", ""MTIA""]","[""core"", ""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.correction_out,reduction,False,likely_yes,"[""CPU, CUDA""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.names_dim,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.names_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.correction_names,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var.correction_names_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
var_mean,reduction,False,yes,[],"[""reduction""]",Op var_mean has explicit lowering in Inductor's lowering table.
var_mean.dim,reduction,False,yes,[],"[""reduction""]",Op var_mean.dim has explicit lowering in Inductor's lowering table.
var_mean.correction,reduction,False,yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Op var_mean.correction has explicit lowering in Inductor's lowering table.
var_mean.names_dim,reduction,False,yes,[],"[""reduction""]",Op var_mean.names_dim has explicit lowering in Inductor's lowering table.
var_mean.correction_names,reduction,False,yes,[],"[""reduction""]",Op var_mean.correction_names has explicit lowering in Inductor's lowering table.
where.self,pointwise,False,yes,"[""CPU, CUDA, MPS, MTIA"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Op where.self has explicit lowering in Inductor's lowering table.
norm.ScalarOpt_dtype,reduction,False,likely_yes,"[""CompositeExplicitAutograd""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.Scalar,reduction,False,likely_yes,"[""CompositeExplicitAutograd""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.ScalarOpt_dim_dtype,reduction,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.ScalarOpt_dim,reduction,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.dtype_out,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.out,reduction,False,likely_yes,"[""CPU, CUDA"", ""MPS""]","[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.names_ScalarOpt_dim_dtype,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.names_ScalarOpt_dim,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.names_dtype_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
norm.names_out,reduction,False,likely_yes,[],"[""reduction""]",Reduction op likely handled by Inductor's reduction path with Triton on CUDA. Inductor handles reduction ops and uses Triton for GPU codegen. Many reduction ops are likely covered.
frexp.Tensor,pointwise,False,yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Op frexp.Tensor has explicit lowering in Inductor's lowering table.
frexp.Tensor_out,pointwise,False,yes,"[""CPU, CUDA""]","[""pointwise""]",Op frexp.Tensor_out has explicit lowering in Inductor's lowering table.
clone,pointwise,False,yes,"[""CompositeExplicitAutograd"", ""SparseCPU, SparseCUDA, SparseMPS"", ""SparseCsrCPU, SparseCsrCUDA, SparseCsrMeta"", ""MkldnnCPU"", ""QuantizedCPU, QuantizedCUDA"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Op clone has explicit lowering in Inductor's lowering table.
positive,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sub.out,pointwise,False,likely_yes,"[""CPU, CUDA"", ""MPS"", ""MTIA"", ""SparseCPU, SparseCUDA, SparseMPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sub.Tensor,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS"", ""ZeroTensor"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sub_.Tensor,pointwise,False,likely_yes,"[""SparseCPU, SparseCUDA, SparseMPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sub.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
sub_.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
heaviside.out,pointwise,False,likely_yes,"[""CPU, CUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
heaviside,pointwise,False,likely_yes,[],"[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
rsub.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
masked_fill.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd"", ""NestedTensorCPU, NestedTensorHPU, NestedTensorCUDA""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_and.Tensor_out,pointwise,False,likely_yes,"[""CPU, CUDA, MTIA"", ""MPS""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_and.Scalar_out,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
bitwise_and.Scalar,pointwise,False,likely_yes,"[""CompositeExplicitAutograd""]","[""core"", ""pointwise""]",Pointwise op likely handled by Inductor's generic pointwise path with Triton on CUDA. Inductor handles pointwise ops generically and uses Triton for GPU codegen. Most pointwise ops are likely covered.
